区域名称,阵风（级）,能见度（公里）,最大湿度（百分比）,风向,紫外线（指数）,最低能见度（公里）,浪高(米),降雨量（毫米）,阵风风向,湿度（百分比）,最低温度（摄氏度）,风力（级）,最高温度（摄氏度）
4,6,20,95,6,9,8.0,1.25,2.0,6,75,25,3,29
4,6,20,95,6,9,8.0,1.25,9.0,6,75,25,3,30
5,6,20,95,6,9,8.0,1.25,3.0,6,75,25,3,30
5,6,20,95,6,9,8.0,1.25,5.0,6,75,25,3,30
6,6,20,95,6,9,8.0,1.25,2.0,6,75,25,3,30
6,6,20,95,6,9,8.0,1.25,15.0,6,75,25,3,30
7,6,20,95,6,9,8.0,1.25,2.0,6,75,25,3,30
7,6,20,95,6,9,8.0,1.25,10.0,6,75,25,3,30
2,5,15,90,6,9,5.0,1.25,0.0,6,70,26,4,31
2,5,15,95,6,9,5.0,1.25,0.0,6,75,26,4,31
2,5,15,95,6,9,5.0,1.25,0.0,6,75,26,4,31
2,5,15,95,6,9,5.0,1.25,0.0,6,65,27,4,32
2,4,15,90,2,9,8.0,0.5,0.0,2,65,27,3,33
3,4,15,90,2,9,8.0,0.5,0.0,2,65,27,3,33
4,4,15,90,2,9,8.0,0.5,0.0,2,65,27,3,33
5,4,15,90,2,9,8.0,0.5,0.0,2,65,27,3,33
6,4,15,90,2,9,8.0,0.5,0.0,2,65,27,3,33
7,4,15,90,2,9,8.0,0.5,0.0,2,65,27,3,33
2,5,15,95,6,9,5.0,0.0,0.0,6,75,25,2,30
2,5,15,95,6,9,5.0,0.1,0.0,6,75,25,3,30
2,5,15,95,6,9,5.0,0.1,0.0,6,75,26,3,31
2,5,15,95,6,9,8.0,0.1,0.0,6,75,27,3,31
2,5,20,90,6,9,10.0,0.5,0.0,6,60,28,3,33
3,5,15,95,6,9,5.0,0.1,0.0,6,75,25,2,30
3,5,15,95,6,9,5.0,0.1,0.0,6,75,25,3,30
3,5,15,95,6,9,5.0,0.1,0.0,6,75,26,3,31
3,5,15,95,6,9,8.0,0.1,0.0,6,75,27,3,31
3,5,20,90,6,9,10.0,0.5,0.0,6,60,28,3,33
4,5,15,95,6,9,5.0,0.1,0.0,6,75,25,2,30
4,5,15,95,6,9,5.0,0.1,0.0,6,75,25,3,30
4,5,15,95,6,9,5.0,0.1,0.0,6,75,26,3,31
4,5,15,95,6,9,8.0,0.1,0.0,6,75,27,3,31
4,5,20,90,6,9,10.0,0.5,0.0,6,60,28,3,33
5,5,15,95,6,9,5.0,0.1,0.0,6,75,25,2,30
5,5,15,95,6,9,5.0,0.1,0.0,6,75,25,3,30
5,5,15,95,6,9,5.0,0.1,0.0,6,75,26,3,31
5,5,15,95,6,9,8.0,0.1,0.0,6,75,27,3,31
5,5,20,90,6,9,10.0,0.5,0.0,6,60,28,3,33
6,5,15,95,6,9,5.0,0.1,0.0,6,75,25,2,30
6,5,15,95,6,9,5.0,0.1,0.0,6,75,25,3,30
6,5,15,95,6,9,5.0,0.1,0.0,6,75,26,3,31
6,5,15,95,6,9,8.0,0.1,0.0,6,75,27,3,31
6,5,20,90,6,9,10.0,0.5,0.0,6,60,28,3,33
7,5,15,95,6,9,5.0,0.1,0.0,6,75,25,2,30
7,5,15,95,6,9,5.0,0.1,0.0,6,75,25,3,30
7,5,15,95,6,9,5.0,0.1,0.0,6,75,26,3,31
7,5,15,95,6,9,8.0,0.1,0.0,6,75,27,3,31
7,5,20,90,6,9,10.0,0.5,0.0,6,60,28,3,33
2,5,15,95,6,9,5.0,0.5,0.0,6,70,26,3,31
7,4,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
2,8,15,95,6,9,5.0,2.5,5.0,6,70,26,6,31
2,8,15,95,6,9,5.0,2.5,10.0,6,75,26,6,30
3,4,15,95,6,9,5.0,0.5,0.0,6,70,26,3,32
3,4,15,95,6,9,8.0,0.5,0.0,6,75,26,3,30
3,4,20,95,6,9,10.0,0.5,0.0,6,70,26,3,32
3,4,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
4,4,15,95,6,9,5.0,0.5,0.0,6,70,26,3,32
4,4,15,95,6,9,8.0,0.5,0.0,6,75,26,3,30
4,4,20,95,6,9,10.0,0.5,0.0,6,70,26,3,32
4,4,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
5,4,15,95,6,9,5.0,0.5,0.0,6,70,26,3,32
5,4,15,95,6,9,8.0,0.5,0.0,6,75,26,3,30
5,4,20,95,6,9,10.0,0.5,0.0,6,70,26,3,32
5,4,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
6,4,15,95,6,9,5.0,0.5,0.0,6,70,26,3,32
6,4,15,95,6,9,8.0,0.5,0.0,6,75,26,3,30
6,4,20,95,6,9,10.0,0.5,0.0,6,70,26,3,32
6,4,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
7,4,15,95,6,9,5.0,0.5,0.0,6,70,26,3,32
7,4,15,95,6,9,8.0,0.5,0.0,6,75,26,3,30
7,4,20,95,6,9,10.0,0.5,0.0,6,70,26,3,32
2,4,20,90,6,9,10.0,1.25,0.0,6,70,26,3,32
2,5,20,85,6,9,10.0,1.25,0.0,6,70,27,3,33
3,7,15,95,6,9,5.0,1.5,5.0,6,70,26,5,31
3,7,15,95,6,9,5.0,1.5,10.0,6,75,26,5,30
3,4,20,90,6,9,10.0,1.25,0.0,6,70,26,3,32
3,5,20,85,6,9,10.0,1.25,0.0,6,70,27,3,33
4,7,15,95,6,9,5.0,2.5,5.0,6,70,26,4,31
4,7,15,95,6,9,5.0,2.5,10.0,6,75,26,4,30
4,4,20,90,6,9,10.0,1.25,0.0,6,70,26,3,32
4,5,20,85,6,9,10.0,1.25,0.0,6,70,27,3,33
5,7,15,95,6,9,5.0,1.5,5.0,6,70,26,4,31
5,7,15,95,6,9,5.0,1.5,10.0,6,75,26,4,30
5,4,20,90,6,9,10.0,1.25,0.0,6,70,26,3,32
5,5,20,85,6,9,10.0,1.25,0.0,6,70,27,3,33
6,7,15,95,6,9,5.0,2.5,5.0,6,70,26,5,31
6,7,15,95,6,9,5.0,2.5,10.0,6,75,26,5,30
6,4,20,90,6,9,10.0,1.25,0.0,6,70,26,3,32
6,5,20,85,6,9,10.0,1.25,0.0,6,70,27,3,33
7,7,15,95,6,9,5.0,2.5,5.0,6,70,26,3,31
7,7,15,95,6,9,5.0,2.5,10.0,6,75,26,3,30
7,4,20,90,6,9,10.0,1.25,0.0,6,70,26,3,32
7,5,20,85,6,9,10.0,1.25,0.0,6,70,27,3,33
2,6,20,95,6,9,10.0,1.25,0.0,6,75,26,4,30
2,4,20,95,6,9,10.0,0.1,0.0,6,75,26,2,32
2,4,20,95,6,9,10.0,0.1,0.0,6,75,27,2,33
2,5,20,95,6,9,10.0,1.25,0.0,6,70,27,4,34
2,5,20,90,2,9,10.0,1.25,0.0,2,60,27,3,33
3,6,20,95,6,9,10.0,1.25,0.0,6,75,26,4,30
3,4,20,95,6,9,10.0,0.1,0.0,6,75,26,2,32
3,4,20,95,6,9,10.0,0.1,0.0,6,75,27,2,33
3,5,20,95,6,9,10.0,1.25,0.0,6,70,27,4,34
3,5,20,90,2,9,10.0,1.25,0.0,2,60,27,3,33
4,6,20,95,6,9,10.0,1.25,0.0,6,75,26,4,30
4,4,20,95,6,9,10.0,0.1,0.0,6,75,26,2,32
4,4,20,95,6,9,10.0,0.1,0.0,6,75,27,2,33
4,5,20,95,6,9,10.0,1.25,0.0,6,70,27,4,34
4,5,20,90,2,9,10.0,1.25,0.0,2,60,27,3,33
5,6,20,95,6,9,10.0,1.25,0.0,6,75,26,4,30
5,4,20,95,6,9,10.0,0.1,0.0,6,75,26,2,32
5,5,20,95,6,9,10.0,0.1,0.0,6,75,27,3,33
5,6,20,95,6,9,10.0,1.25,0.0,6,70,27,4,34
5,6,20,90,2,9,10.0,1.25,0.0,2,60,27,3,33
6,6,20,95,6,9,10.0,1.25,0.0,6,75,26,4,30
6,4,20,95,6,9,10.0,0.1,0.0,6,75,26,2,32
6,5,20,95,6,9,10.0,0.1,0.0,6,75,27,3,33
6,6,20,95,6,9,10.0,1.25,0.0,6,70,27,4,34
6,6,20,90,2,9,10.0,1.25,0.0,2,60,27,3,33
7,6,20,95,6,9,10.0,1.25,0.0,6,75,26,4,30
7,4,20,95,6,9,10.0,0.1,0.0,6,75,26,2,32
7,5,20,95,6,9,10.0,0.1,0.0,6,75,27,3,33
7,6,20,95,6,9,10.0,1.25,0.0,6,70,27,4,34
7,6,20,90,2,9,10.0,1.25,0.0,2,60,27,3,33
2,5,20,90,2,9,10.0,0.5,0.0,2,65,27,3,33
3,5,20,95,6,9,10.0,0.5,0.0,6,75,26,3,31
3,5,20,95,6,9,10.0,0.5,0.0,6,75,27,3,32
3,5,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
3,5,20,90,2,9,10.0,0.5,0.0,2,65,27,3,33
4,5,20,95,6,9,10.0,0.5,0.0,6,75,26,3,31
4,5,20,95,6,9,10.0,0.5,0.0,6,75,27,3,32
4,5,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
4,5,20,90,2,9,10.0,0.5,0.0,2,65,27,3,33
5,5,20,95,6,9,10.0,0.5,0.0,6,75,26,3,31
5,5,20,95,6,9,10.0,0.5,0.0,6,75,27,3,32
5,5,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
5,5,20,90,2,9,10.0,0.5,0.0,2,65,27,3,33
6,5,20,95,6,9,10.0,0.5,0.0,6,75,26,3,31
6,5,20,95,6,9,10.0,0.5,0.0,6,75,27,3,32
6,5,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
6,5,20,90,2,9,10.0,0.5,0.0,2,65,27,3,33
7,5,20,95,6,9,10.0,0.5,0.0,6,75,26,3,31
7,5,20,95,6,9,10.0,0.5,0.0,6,75,27,3,32
7,5,20,95,6,9,10.0,0.5,0.0,6,70,27,3,33
7,5,20,90,2,9,10.0,0.5,0.0,2,65,27,3,33
2,4,20,95,6,9,10.0,1.25,0.0,6,75,27,3,32
2,4,20,95,6,9,10.0,1.25,0.0,6,70,27,3,33
2,4,18,90,2,9,8.0,1.25,0.0,2,65,27,3,33
2,4,18,90,2,9,8.0,1.25,0.0,2,65,27,3,33
3,4,20,95,6,9,10.0,1.25,0.0,6,75,27,3,32
3,4,20,95,6,9,10.0,1.25,0.0,6,70,27,3,33
3,4,18,90,2,9,8.0,1.25,0.0,2,65,27,3,33
3,4,18,90,2,9,8.0,1.25,0.0,2,65,27,3,33
4,4,20,95,6,9,10.0,1.25,0.0,6,75,27,3,32
4,4,20,95,6,9,10.0,1.25,0.0,6,70,27,3,33
4,4,18,90,2,9,8.0,1.25,0.0,2,65,27,3,33
4,4,18,90,2,9,8.0,1.25,0.0,2,65,27,3,33
4,3,20,90,6,9,10.0,0.5,0.0,6,65,28,2,33
5,4,25,95,6,9,10.0,1.25,0.0,6,75,27,3,32
5,4,25,95,6,9,10.0,1.25,0.0,6,70,27,3,33
5,3,25,90,2,9,10.0,0.5,0.0,2,65,27,2,33
5,3,25,90,2,9,10.0,0.5,0.0,2,65,27,2,33
5,3,25,90,6,9,10.0,0.5,0.0,6,65,28,2,33
6,4,20,95,6,9,10.0,1.25,0.0,6,75,27,3,32
6,4,20,95,6,9,10.0,1.25,0.0,6,70,27,3,33
6,3,20,90,2,9,10.0,0.5,0.0,2,65,27,2,33
6,3,20,90,2,9,10.0,0.5,0.0,2,65,27,2,33
6,3,20,90,6,9,10.0,0.5,0.0,6,65,28,2,33
7,4,25,95,6,9,15.0,1.25,0.0,6,75,27,3,32
7,4,25,95,6,9,15.0,1.25,0.0,6,70,27,3,33
7,4,25,90,2,9,15.0,1.25,0.0,2,65,27,3,33
7,3,25,90,2,9,15.0,0.5,0.0,2,65,27,3,33
7,3,25,90,6,9,15.0,0.5,0.0,6,65,28,2,33
2,6,20,95,6,9,10.0,1.25,3.0,6,80,26,3,31
2,6,18,90,2,9,8.0,1.25,1.0,2,70,16,3,31
2,6,18,90,2,9,8.0,1.25,2.0,2,70,26,3,32
2,6,20,90,6,9,10.0,1.25,2.0,6,70,26,3,31
2,5,20,90,6,9,10.0,0.5,3.0,6,65,26,3,31
3,6,20,95,6,9,10.0,1.25,3.0,6,80,26,3,31
3,6,18,90,2,9,8.0,1.25,1.0,2,70,16,3,31
3,6,18,90,2,9,8.0,1.25,2.0,2,70,26,3,32
3,6,20,90,6,9,10.0,1.25,2.0,6,70,26,3,31
3,5,20,90,6,9,10.0,0.5,3.0,6,65,26,3,31
4,6,20,95,6,9,10.0,1.25,3.0,6,80,26,3,31
4,6,18,90,2,9,8.0,1.25,1.0,2,70,16,3,31
4,6,18,90,2,9,8.0,1.25,2.0,2,70,26,3,32
4,6,20,90,6,9,10.0,1.25,2.0,6,70,26,3,31
4,5,20,90,6,9,10.0,0.5,3.0,6,65,26,3,31
5,5,25,95,7,9,10.0,0.5,24.0,7,85,27,3,28
5,5,25,95,6,9,10.0,0.5,5.0,6,85,26,3,31
5,5,25,95,6,9,10.0,0.5,2.0,6,80,26,3,31
5,5,25,95,6,9,10.0,0.5,3.0,6,80,26,3,30
5,5,25,85,6,9,10.0,0.5,0.0,6,65,26,3,31
6,5,20,95,4,9,10.0,0.5,1.0,4,85,27,3,28
6,5,20,95,6,9,10.0,0.5,5.0,6,85,26,3,31
6,5,20,95,6,9,10.0,0.5,2.0,6,80,26,3,31
6,5,10,95,6,9,10.0,0.5,3.0,6,80,26,3,30
6,5,10,85,6,9,10.0,0.5,0.0,6,65,26,3,31
7,5,25,93,4,9,15.0,0.5,2.0,4,92,26,3,31
7,5,25,93,6,9,15.0,0.5,5.0,6,90,26,3,31
7,5,25,95,6,9,15.0,0.5,2.0,6,80,26,3,31
7,5,25,95,6,9,15.0,0.5,3.0,6,80,26,3,30
7,5,25,85,6,9,15.0,0.5,0.0,6,65,26,3,31
2,6,25,93,6,9,15.0,0.5,5.0,6,90,26,3,31
2,6,25,95,6,9,15.0,0.5,2.0,6,80,26,3,31
2,6,25,95,6,9,15.0,0.5,3.0,6,80,26,3,30
2,5,25,85,6,9,15.0,0.5,0.0,6,65,26,3,31
2,4,25,85,6,9,15.0,0.5,0.0,6,65,26,3,32
3,6,25,93,6,9,15.0,0.5,5.0,6,90,26,3,31
3,6,25,95,6,9,15.0,0.5,2.0,6,80,26,3,31
3,6,25,95,6,9,15.0,0.5,3.0,6,80,26,3,30
3,5,25,85,6,9,15.0,0.5,0.0,6,65,26,3,31
3,4,25,85,6,9,15.0,0.5,0.0,6,65,26,3,32
4,6,25,93,6,9,15.0,0.5,5.0,6,90,26,3,31
4,6,25,95,6,9,15.0,0.5,2.0,6,80,26,3,31
4,6,25,95,6,9,15.0,0.5,3.0,6,80,26,3,30
4,5,25,85,6,9,15.0,0.5,0.0,6,65,26,3,31
4,4,25,85,6,9,15.0,0.5,0.0,6,65,26,3,32
5,5,25,93,6,9,15.0,0.5,5.0,6,90,26,3,31
5,5,25,95,6,9,15.0,0.5,2.0,6,80,26,3,31
5,5,25,95,6,9,15.0,0.5,3.0,6,80,26,3,30
5,5,25,85,6,9,15.0,0.5,0.0,6,65,26,3,31
5,4,25,85,6,9,15.0,0.5,0.0,6,65,26,3,32
6,5,25,93,6,9,15.0,0.5,5.0,6,90,26,3,31
6,5,25,95,6,9,15.0,0.5,2.0,6,80,26,3,31
6,5,25,95,6,9,15.0,0.5,3.0,6,80,26,3,30
6,5,25,85,6,9,15.0,0.5,0.0,6,65,26,3,31
6,4,25,85,6,9,15.0,0.5,0.0,6,65,26,3,32
7,5,25,93,6,9,15.0,0.5,5.0,6,90,26,3,31
7,5,25,95,6,9,15.0,0.5,2.0,6,80,26,3,31
7,5,25,95,6,9,15.0,0.5,3.0,6,80,26,3,30
7,5,25,85,6,9,15.0,0.5,0.0,6,65,26,3,31
7,4,25,85,6,9,15.0,0.5,0.0,6,65,26,3,32
2,5,18,95,6,9,5.0,0.5,2.0,6,80,26,3,31
2,5,15,95,6,9,5.0,0.5,1.0,6,80,26,3,30
2,5,18,90,6,9,8.0,0.5,0.0,6,65,26,3,31
2,5,20,90,6,9,10.0,0.5,0.0,6,65,25,3,31
3,5,18,95,6,9,5.0,0.5,2.0,6,80,26,3,31
3,5,15,95,6,9,5.0,0.5,1.0,6,80,26,3,30
3,5,18,90,6,9,8.0,0.5,0.0,6,65,26,3,31
3,5,20,90,6,9,10.0,0.5,0.0,6,65,25,3,31
4,5,18,95,6,9,5.0,0.5,2.0,6,80,26,3,31
4,5,15,95,6,9,5.0,0.5,1.0,6,80,26,3,30
4,5,18,90,6,9,8.0,0.5,0.0,6,65,26,3,31
4,5,20,90,6,9,10.0,0.5,0.0,6,65,25,3,31
7,3,18,95,6,9,5.0,0.5,2.0,6,80,26,2,31
7,3,15,95,6,9,5.0,0.5,3.0,6,80,26,2,30
7,3,16,85,6,9,8.0,0.5,0.0,6,65,26,2,31
7,3,18,85,6,9,8.0,0.5,0.0,6,65,26,2,32
7,3,20,85,6,9,10.0,0.5,0.0,6,65,25,2,32
2,4,20,93,6,9,5.0,1.25,20.0,6,89,27,3,28
2,4,20,85,6,9,5.0,1.25,0.0,6,65,26,3,31
2,3,20,85,6,9,5.0,1.25,0.0,6,65,26,2,32
2,3,20,85,6,9,5.0,0.5,0.0,6,65,25,2,31
3,3,20,93,6,9,5.0,0.5,0.0,6,90,27,2,28
3,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,31
3,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,32
3,3,20,85,6,9,5.0,0.5,0.0,6,65,25,2,31
3,5,20,90,6,7,3.0,1.25,0.0,6,70,25,3,31
4,3,20,94,6,9,5.0,0.5,0.0,6,91,26,2,28
4,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,31
4,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,32
4,3,20,85,6,9,5.0,0.5,0.0,6,65,25,2,31
4,5,20,90,6,7,3.0,1.25,0.0,6,70,25,3,31
5,3,20,91,6,9,5.0,0.5,15.0,6,89,27,2,28
5,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,31
5,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,32
5,3,20,85,6,9,5.0,0.5,0.0,6,65,25,2,31
5,5,20,90,6,7,5.0,1.25,0.0,6,70,25,3,31
6,3,20,93,6,9,5.0,0.5,1.0,6,87,27,2,28
6,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,31
6,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,32
6,3,20,85,6,9,5.0,0.5,0.0,6,65,25,2,31
6,5,20,90,6,7,5.0,1.25,0.0,6,70,25,3,31
7,3,20,92,6,9,5.0,0.5,3.0,6,89,26,2,30
3,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,31
3,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,32
3,5,20,85,6,9,10.0,0.5,0.0,6,65,25,3,31
3,5,20,90,6,8,10.0,0.5,0.0,6,70,25,3,31
4,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,31
4,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,32
4,5,20,85,6,9,10.0,0.5,0.0,6,65,25,3,31
4,5,20,90,6,8,10.0,0.5,0.0,6,70,25,3,31
5,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,31
5,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,32
5,5,20,85,6,9,10.0,0.5,0.0,6,65,25,3,31
5,5,20,90,6,8,10.0,0.5,0.0,6,70,25,3,31
6,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,31
6,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,32
6,5,20,85,6,9,10.0,0.5,0.0,6,65,25,3,31
6,5,20,90,6,8,10.0,0.5,0.0,6,70,25,3,31
7,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,31
7,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,31
7,3,20,85,6,9,5.0,0.5,0.0,6,65,26,2,32
7,3,20,85,6,9,5.0,0.5,0.0,6,65,25,2,31
7,5,20,90,2,7,5.0,1.25,0.0,2,70,25,3,31
7,5,20,85,6,9,10.0,0.5,0.0,6,65,26,3,32
7,5,20,85,6,9,10.0,0.5,0.0,6,65,25,3,31
7,5,20,90,6,8,10.0,0.5,0.0,6,70,25,3,31
2,5,20,85,6,5,5.0,1.25,0.0,6,65,26,3,32
2,5,20,85,6,5,5.0,1.25,0.0,6,65,25,3,31
2,5,20,90,6,5,5.0,1.25,0.0,6,70,25,3,30
2,6,20,95,6,5,5.0,1.5,0.0,6,75,25,3,29
2,7,20,95,6,5,5.0,2.5,0.0,6,80,25,4,29
3,4,20,85,6,5,5.0,1.25,0.0,6,65,26,3,32
3,4,20,85,6,5,5.0,1.25,0.0,6,65,25,3,31
3,4,20,90,6,5,5.0,1.25,0.0,6,70,25,3,30
4,4,20,85,6,5,5.0,1.25,0.0,6,65,26,3,32
4,5,20,85,6,5,5.0,1.25,0.0,6,65,25,3,31
4,5,20,90,6,5,5.0,1.25,0.0,6,70,25,3,30
5,4,20,85,6,5,5.0,1.25,0.0,6,65,26,3,32
5,4,20,85,6,5,5.0,1.25,0.0,6,65,25,3,31
5,4,20,90,6,5,5.0,1.25,0.0,6,70,25,3,30
5,5,20,95,6,5,5.0,1.25,0.0,6,75,25,3,29
6,4,20,85,6,5,5.0,1.25,0.0,6,65,26,3,32
6,4,20,85,6,5,5.0,1.25,0.0,6,65,25,3,31
6,5,20,90,6,5,5.0,1.25,0.0,6,70,25,3,30
6,5,20,95,6,5,5.0,1.25,0.0,6,75,25,3,29
7,5,20,90,6,5,5.0,1.25,0.0,6,70,25,3,30
7,5,20,95,6,5,5.0,1.25,0.0,6,75,25,3,29
3,5,20,85,6,6,1.0,1.25,0.0,6,65,25,3,31
3,5,20,90,6,6,1.0,1.25,5.0,6,70,24,3,30
3,7,20,95,6,6,1.0,2.5,40.0,6,75,24,4,29
3,7,20,99,6,6,1.0,2.5,80.0,6,80,23,4,28
3,7,20,95,6,6,1.0,2.5,40.0,6,80,25,4,29
4,5,20,85,6,6,1.0,1.25,0.0,6,65,25,3,31
4,5,20,90,6,6,1.0,1.25,5.0,6,70,24,3,30
4,7,20,95,6,6,1.0,2.5,40.0,6,75,24,4,29
4,7,20,99,6,6,1.0,2.5,80.0,6,80,23,4,28
4,7,20,95,6,6,1.0,2.5,40.0,6,80,25,4,29
5,5,20,85,6,6,1.0,1.25,0.0,6,65,25,3,31
5,5,20,90,6,6,1.0,1.25,5.0,6,70,24,3,30
5,7,20,95,6,6,1.0,2.5,40.0,6,75,24,4,29
5,7,20,99,6,6,1.0,2.5,80.0,6,80,23,4,28
5,7,20,95,6,6,1.0,2.5,40.0,6,80,25,4,29
6,5,20,85,6,6,1.0,1.25,0.0,6,65,25,3,31
6,5,20,90,6,6,1.0,1.25,5.0,6,70,24,3,30
6,7,20,95,6,6,1.0,2.5,40.0,6,75,24,4,29
6,7,20,99,6,6,1.0,2.5,80.0,6,80,23,4,28
6,7,20,95,6,6,1.0,2.5,40.0,6,80,25,4,29
2,5,20,85,6,6,1.0,1.25,0.0,6,65,25,3,31
2,5,20,90,6,6,1.0,1.25,5.0,6,70,24,3,30
7,5,20,85,6,6,1.0,1.25,0.0,6,65,25,3,31
7,5,20,90,6,6,1.0,1.25,5.0,6,70,24,3,30
7,7,20,95,6,6,1.0,2.5,40.0,6,75,24,4,29
7,7,20,99,6,6,1.0,2.5,80.0,6,80,23,4,28
7,7,20,95,6,6,1.0,2.5,40.0,6,80,25,4,29
2,5,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
2,6,20,95,6,6,4.0,1.25,0.0,6,75,25,3,29
2,5,20,95,6,6,3.0,0.5,0.0,6,75,25,3,29
2,5,20,95,6,6,5.0,0.5,0.0,6,75,26,3,30
3,5,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
3,6,20,95,6,6,4.0,1.25,0.0,6,75,25,3,29
3,5,20,95,6,6,3.0,0.5,0.0,6,75,25,3,29
3,5,20,95,6,6,5.0,0.5,0.0,6,75,26,3,30
4,5,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
4,6,20,95,6,6,4.0,1.25,0.0,6,75,25,3,29
4,5,20,95,6,6,3.0,0.5,0.0,6,75,25,3,29
4,5,20,95,6,6,5.0,0.5,0.0,6,75,26,3,30
5,5,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
5,6,20,95,6,6,4.0,1.25,0.0,6,75,25,3,29
5,5,20,95,6,6,3.0,0.5,0.0,6,75,25,3,29
5,5,20,95,6,6,5.0,0.5,0.0,6,75,26,3,30
6,5,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
6,6,20,95,6,6,4.0,1.25,0.0,6,75,25,3,29
6,5,20,95,6,6,3.0,0.5,0.0,6,75,25,3,29
6,5,20,95,6,6,5.0,0.5,0.0,6,75,26,3,30
7,5,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
7,6,20,95,6,6,4.0,1.25,0.0,6,75,25,3,29
7,5,20,95,6,6,3.0,0.5,0.0,6,75,25,3,29
7,5,20,95,6,6,5.0,0.5,0.0,6,75,26,3,30
2,4,20,90,2,8,5.0,0.5,0.0,2,70,27,3,32
3,4,20,90,2,8,5.0,0.5,0.0,2,70,27,3,32
4,4,20,90,2,8,5.0,0.5,0.0,2,70,27,3,32
5,6,20,95,2,6,5.0,1.25,0.0,2,75,25,3,29
5,6,20,95,2,6,5.0,1.25,0.0,2,75,26,3,30
5,6,20,95,2,6,5.0,1.25,0.0,2,75,27,3,31
5,6,20,95,2,6,5.0,1.25,0.0,2,75,27,3,31
5,4,20,90,2,8,5.0,0.5,0.0,2,70,27,3,32
6,6,20,95,2,6,5.0,1.25,0.0,2,75,25,3,29
6,6,20,95,2,6,5.0,1.25,0.0,2,75,26,3,30
6,6,20,95,2,6,5.0,1.25,0.0,2,75,27,3,31
6,6,20,95,2,6,5.0,1.25,0.0,2,75,27,3,31
6,4,20,90,2,8,5.0,0.5,0.0,2,70,27,3,32
7,6,20,95,2,6,5.0,1.25,0.0,2,75,25,3,29
7,6,20,95,2,6,5.0,1.25,0.0,2,75,26,3,30
7,6,20,95,2,6,5.0,1.25,0.0,2,75,27,3,31
7,6,20,95,2,6,5.0,1.25,0.0,2,75,27,3,31
7,4,20,90,2,8,5.0,0.5,0.0,2,70,27,3,32
2,5,20,92,8,6,5.0,0.5,9.0,2,92,25,2,28
2,4,20,90,2,6,5.0,0.5,0.0,2,75,25,3,29
2,4,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
2,5,20,85,2,6,5.0,0.5,0.0,2,65,26,3,31
2,5,20,85,2,6,5.0,1.25,0.0,2,65,26,3,31
3,5,20,92,8,6,5.0,0.5,9.0,2,92,25,2,28
3,4,20,90,2,6,5.0,0.5,0.0,2,75,25,3,29
3,4,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
3,5,20,85,2,6,5.0,0.5,0.0,2,65,26,3,31
3,5,20,85,2,6,5.0,1.25,0.0,2,65,26,3,31
4,5,20,92,8,6,5.0,0.5,9.0,2,92,25,2,28
4,4,20,90,2,6,5.0,0.5,0.0,2,75,25,3,29
4,4,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
4,5,20,85,2,6,5.0,0.5,0.0,2,65,26,3,31
4,5,20,85,2,6,5.0,1.25,0.0,2,65,26,3,31
5,5,20,92,8,6,5.0,0.5,9.0,2,92,25,2,28
5,4,20,90,2,6,5.0,0.5,0.0,2,75,25,3,29
5,4,20,90,2,6,5.0,0.5,0.0,2,70,26,3,30
5,5,20,85,2,6,5.0,0.5,0.0,2,65,26,3,31
5,5,20,85,2,6,5.0,1.25,0.0,2,65,26,3,31
